ï»¿MBARI_dive_number,Push_core_number,Date_Collected,Latitude,Longitude,Water_Depth,Water_Temperature,Salinity,Oxygen,Sample_Upper_Depth_Limit,Sample_Lower_Depth_Limit,Material_Radiocarbon_Dated,Radiocarbon_Sample_Weight,NOSAMS_Accession_Number,Fraction_Modern,Fraction_Modern_Error,Conventional_Radiocarbon_Age,Conventional_Radiocarbon_Age_Error, Delta_13C _per_mil , Delta_14C _per_mil ,Delta_R_years_BP,Delta_R_error_years_BP,Median_Calibrated_Age_years_2_sigma,Calibrated_Age_Corrected_Error_years ,Total_Ammoglobigerina_ globigeriniformis,Living_Ammoglobigerina_globigeriniformis,Total_Astrononion_hamadaense,Total_Bolivina_spissa,Living_Bolivina_spissa,Total_Bolivina_subadvena,Total_Bolivina_spp.,Total_Bolivinella_pacifica,Living_Bolivinella_pacifica,Total_Bolivinella_seminuda,Total_Bulimina_barbata,Total_Bulimina_spinifera,Total_Bulimina_striata,Living_Bulimina_striata,Total_Cassidulina_translucens,Total_Cassidulina_spp.,Total_Cassidulinoides_parkeriana,Living_Cassidulinoides_parkeriana,Total_Chilostomella_oolina,Living_Chilostomella_oolina,Total_Chilostomella_ovoidea,Total_Chilostomellina_fimbriata,Total_Cibicides_spp.,Total_Cibicidoides_mckannai,Living_Cibicidoides_mckannai,Total_Cibicidoides_cf._C._pseudoungerianus,Living_Cibicidoides_cf._C._pseudoungerianus,Total_Cibicidoides_wuellerstorfi,Living_Cibicidoides_wuellerstorfi,Total_Cornuspira_involvens,Total_Cribroelphidium_batiale,Total_Cribroelphidium_sp.,Total_Cribrostomoides_subglobosus,Living_Cribrostomoides_subglobosus,Total_Cyclammina_sp.,Total_Eggerella_pusilla,Living_Eggerella_pusilla,Total_Eggerelloides_advenus,Total_Epistominella_exigua,Total_Epistominella_smithi,Total_Eratidus_foliaceus,Living_Eratidus_foliaceus,Total_Eubuliminella_exilis,Living_Eubuliminella_exilis,Total_Euloxostomum_pseudobeyrichi,Total_Fissurina_lucida,Total_Fissurina_spp.,Total_Fursenkoina_bramlettei,Living_Fursenkoina_bramlettei,Total_Fursenkoina_complanata,Living_Fursenkoina_complanata,Total_Fursenkoina_sp.,Total_Globobulimina_auriculata,Living_Globobulimina_auriculata,Total_Globobulimina_pacifica,Total_Globobulimina_spp.,Total_Globocassidulina_minuta,Total_Goesella_flintii,Living_Goesella_flintii,Total_Gyroidina_altiformis,Living_Gyroidina_altiformis,Total_Gyroidinoides_cf._G._planulatus,Total_Haplophragmoides_neobradyi,Total_Hoeglundina_elegans,Total_Homalohedra_acuticosta,Total_Hyalinonetrion_elongatum,Total_Ioanella_tumidula,Living_Ioanella_tumidula,Total_Islandiella_californica,Living_Islandiella_californica,Total_Karreriella_baccata,Total_Labrospira_columbiensis,Living_Labrospira_columbiensis,Total_Lagena_hispida,Total_Lagena_striata,Total_Lagena_sulcata,Total_Lagena_spp.,Total_Lagenammina_atlantica,Living_Lagenammina_atlantica,Total_Lenticulina_orbicularis,Living_Lenticulina_orbicularis,Total_Lenticulina_sp.,Total_Loxostomum_sp.,Total_Martinottiella_communis,Living_Martinottiella_communis,Total_Nodulina_dentaliniformis,Total_Nonionella_digitata,Total_Nonionella_cf._N._iridea,Total_Nonionellina_labradorica,Total_Oridorsalis_umbonatus,Total_Paratrochammina_charlottensis,Living_Paratrochammina_charlottensis,Total_Procerolagena_distoma,Total_Pseudofavulina_catenulata,Total_Pseudoparrella_pacifica,Living_Pseudoparrella_pacifica,Total_Pullenia_salisburyi,Total_Pyrgo_murrhina,Living_Pyrgo_murrhina,Total_Pyrgo_spp.,Total_Quinqueloculina_spp.,Total_Recurvoidella_bradyi,Total_Reophax_agglutinatus,Total_Reophax_curtus,Living_Reophax_curtus,Total_Reophax_scorpiurus,Living_ Reophax_scorpiurus,Total_Reophax_sp._A,Total_Reophax_spp.,Total_Reussoolina_laevis,Total_Rhabdammina_abyssorum,Total_Rotaliammina_squamiformis,Living_Rotaliammina_squamiformis,Total_Silicosigmoilina_sp.,Living_Silicosigmoilina_sp.,Total_Siphouvigerina_hispida,Total_Siphouvigerina_proboscidea,Living_Siphouvigerina_proboscidea,Total_Spirillina_vivipara,Living_Spirillina_vivipara,Total_Spiroplectammina_biformis,Living_Spiroplectammina_biformis,Total_Takayanagia_delicata,Living_Takayanagia_delicata,Total_Textularia_earlandi,Total_Textulariella_sp.,Living_Textulariella_sp.,Total_Trifarina_angulosa,Total_Triloculina_tricarinata,Total_Trochammina_inflata,Total_Trochammina_vesicularis,Total_Trochammina_spp.,Total_Uvigerina_peregrina,Living_Uvigerina_peregrina,Total_Uvigerina_sp.,Total_Valvulineria_araucana,Total_Veleroninoides_cf._V._veleronis,Living_Veleroninoides_cf._V._veleronis,Total_Count,Living_Count,Living_specimens_percent,Total_agglutinated_specimens,Total_species_richness,Living_species_richness,Foraminiferal_density
DR64,PsC76,8/8/2009,48.675598,-126.839924,1281.96,2.984,34.4,0.454,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,9.1,0,0,0,0,0,4.2,0,0,4.5,0,0.2,0,0,0,0,0,0,0,0,0.4,0,0,0,0.1,0,0,0.6,0,0,0,0,0.1,0,0,0.1,0,0.1,0,3.9,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.9,0,0,0,0.1,0,0,0,0.1,0,0,2.2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4.3,0,0.5,0,0,0,0,0,0.1,0,0,0,0,0,0.2,0,0,0,0,0,0,0.4,3.8,0,0,0,0.7,0,16.1,0,0,0,0,0.1,0.1,0,0,0,46.7,0,0,0,0,0,853,0,0,2,27,0,261.1
DR64,PsC76,8/8/2009,48.675598,-126.839924,1281.96,2.984,34.4,0.454,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,14.5,0,0,0,0,0,1.4,0,0,5.8,0,1,0,0,0,0,0,0,0,0,0.6,0,0,0,0.4,0,0,0.4,0,0,0,0,0.1,0,0,0,0.1,0,0,5.6,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,1.7,0,0,0,0.4,0.3,0,2,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0,0.1,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.6,3.1,0,0,0,0.3,0,19.7,0,0,0,0,0,0,0,0,0,29.8,0,0,0,0,0,711,0,0,0.8,27,0,401.4
DR64,PsC76,8/8/2009,48.675598,-126.839924,1281.96,2.984,34.4,0.454,12,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,7.9,0,0,0,0.4,0,2,0,0,9.7,0,2.4,0,0,0,0,0,0,0.2,0,0.6,0,0,0,0.4,0,0,0.8,0,0,0,0,0.2,0,0,2,1,0,0,5.1,0,0.6,0,0,0,0,0,0,0,0.2,0,0.4,0,0,0.2,0,1,0,1.6,0,0,0,0.2,1.2,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,7.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.8,2,0,0,0,0.2,0,25.7,0,0,0,0,0,0,0,0,0,22.2,0,0,0,0,0,505,1,0.3,0.6,29,1,1108.2
DR64,PsC76,8/8/2009,48.675598,-126.839924,1281.96,2.984,34.4,0.454,15,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,9.5,0,0,0,0.5,0,1.1,0,0,11,0,2.2,0,0.2,0,0,0,0,0,0,0.5,0,0,0,0.2,0,0,0.7,0,0,0,0,0,0,0,0.5,0.5,0,0,8.4,0,1.1,0,0.4,0,0,0,0,0,0.9,0,0.4,0.2,0.2,1.3,0,0.7,0,1.1,0,0,0,0,0.2,0,1.5,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0.2,0,0,0,0,6.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,21.9,0,0,0,0,0.2,0.2,0,0,0,23,0,0,0,0,0,547,0,0,1.3,31,0,1635.2
DR64,PsC76,8/8/2009,48.675598,-126.839924,1281.96,2.984,34.4,0.454,18,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,10.1,0,0,0,0.2,0,2.1,0.3,0.2,12.3,0,2.1,0,0.2,0,0.2,0,0.2,0.3,0,1.3,0,0,0,0.2,0,0,0.5,0,0,0,0,0,0,0,0.8,1.4,0,0,6.5,0,1.3,0,0,0.2,0,0.3,0,0,1.1,0,0,0.3,0.2,0,0,0.8,0,1.1,0,0,0,0,0.5,0,0.8,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.2,0,0,0,0,6.6,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.5,0,0,0,0,0,14.8,0,0,0,0,0,0,0,0,0,28.9,0,0,0,0,0,633,0,0,0,35,0,2176.9
DR64,PsC80,8/8/2009,48.675469,-126.839837,1282.23,2.982,34.4,0.456,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,0,8.3,0,0,0.2,0,0,0,0,0,6.9,2,0.4,0,20.4,0,0,0,0,0,0,0.4,1,1.4,1,1.2,0,0,0.4,0,0,0,0,0.8,0,0,0,0.2,0.2,0,3.3,0,0.2,0,0,0.2,0,0,0,0,2,2,0,0,0,0.6,0,0.4,0,0.2,0,0,0.2,0,0,0,3.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1,0,0,12.4,0,0,0,0,0.2,0,0,0.2,0.4,1,0,0,0,0,0,0.2,0,0,0.2,0,1,0.8,2,0,0,0,0,15.3,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,0,509,11,2.3,3.5,32,8,70.9
DR64,PsC80,8/8/2009,48.675469,-126.839837,1282.23,2.982,34.4,0.456,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,14.2,0,0,0,0,0,0.2,0,0,14.7,0,1.3,0,4.5,0,0,0,0.2,0.2,0,0,0,0.3,0,0.5,0,0,1.9,0.2,0,0,0,0.2,0,0,0.2,3.1,0,0,4.2,0,0.6,0,0.3,0.2,0,0.5,0,0,0,0,0,0.2,0.2,0,0,0.2,0,1.9,0,0.2,0,0.2,0.2,0,2.4,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.5,0,0,0,0.2,0,11.8,0,0,0,0,0,0.2,0,0,0,18.1,0,0,0.2,0,0,619,0,0,0.3,35,0,260.5
DR64,PsC80,8/8/2009,48.675469,-126.839837,1282.23,2.982,34.4,0.456,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,16.5,0,0,0,0.2,0,0.3,0,0,14.6,0,0.6,0,2.6,0,0.2,0,0,0,0,0.3,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0.5,2.2,0.6,1,3.4,0,1.2,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0.3,0,4.8,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,14.3,0,0.3,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.3,0,0.3,0.2,0,0,0,0,0,11.9,0,0,0,0,0,0,0,0,0,22,0,0,0.3,0,0,649,2,0.3,0.6,27,2,217.8
DR64,PsC80,8/8/2009,48.675469,-126.839837,1282.23,2.982,34.4,0.456,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,17.2,0,0,0,0,0,0,0.4,0,16.6,0,0.4,0,1.4,0,0,0,0,1.4,0,0,0,0,0,0.2,0,0,2.1,0,0,0,0,0,0,0,0,4.1,0,0,2.1,0,1.9,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,0,0,0,0,7.2,1,0,0,0,0,0,0,0,0,26.9,0,0,0.2,0,0,483,2,0.5,0,21,2,402.6
DR64,PsC80,8/8/2009,48.675469,-126.839837,1282.23,2.982,34.4,0.456,12,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,15.9,0,0,0,0,0,0,0,0,16.8,0,0.6,0,0.2,0,0.2,0,0,1.5,0,0,0,0,0,0.2,0,0,1.7,0,0,0,0,0,0,0,0.4,2.5,0,0,3.6,0,1.1,0,0,0,0,0.4,0,0,0.6,1,0,0,0.8,0,0,0,0,2.3,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,21.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,17.4,0,0,0,0,0,471,1,0.2,0,24,1,2427.1
DR64,PsC80,8/8/2009,48.675469,-126.839837,1282.23,2.982,34.4,0.456,15,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,14.6,0,0,0,0,0,0,0.2,0,17.6,1,0.2,0,0,0,0.5,0,0,2.9,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0.7,5.2,0,0,2.7,1,0.7,0,0,0,0,0,0,0,0.2,0,0,0,0.7,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0.2,0,0,0,0,24.5,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,4.1,0,0,0,0,0,0.2,0,0,0,19.8,0,0,0,0,0,444,2,0.5,0,22,2,3115.8
